"Date","Price","Open","High","Low","Vol.","Change %"
"09/02/2022","20,529.00","20,300.00","20,150.00","20,155.00","4.77K","1.07%"
"09/01/2022","20,311.00","20,580.00","20,575.00","20,580.00","7.37K","-5.14%"
"08/31/2022","21,411.00","21,450.00","21,310.00","21,320.00","5.75K","0.20%"
"08/30/2022","21,369.00","21,500.00","21,425.00","21,400.00","8.67K","-1.22%"
"08/26/2022","21,633.00","21,700.00","21,550.00","21,550.00","4.06K","-0.20%"
"08/25/2022","21,677.00","21,500.00","21,360.00","21,400.00","7.81K","1.51%"
"08/24/2022","21,354.00","21,600.00","21,500.00","21,550.00","5.30K","-1.80%"
"08/23/2022","21,745.00","21,855.00","21,850.00","21,855.00","4.41K","-2.68%"
"08/22/2022","22,343.00","22,100.00","21,905.00","21,910.00","4.32K","0.38%"
"08/19/2022","22,258.00","21,800.00","21,640.00","21,650.00","3.69K","2.19%"
"08/18/2022","21,780.00","21,855.00","21,850.00","21,855.00","4.85K","-0.48%"
"08/17/2022","21,885.00","22,250.00","22,050.00","22,075.00","3.26K","-1.57%"
"08/16/2022","22,235.00","22,550.00","22,515.00","22,525.00","5.94K","1.01%"
"08/15/2022","22,013.00","22,060.00","21,850.00","21,900.00","4.05K","-4.44%"
"08/12/2022","23,036.00","23,500.00","23,450.00","23,500.00","3.76K","-2.63%"
"08/11/2022","23,659.00","23,350.00","23,200.00","23,225.00","4.12K","5.20%"
"08/10/2022","22,490.00","21,550.00","21,400.00","21,425.00","4.97K","4.31%"
"08/09/2022","21,561.00","21,500.00","21,450.00","21,450.00","4.31K","-0.57%"
"08/08/2022","21,685.00","21,900.00","21,800.00","21,800.00","4.68K","-2.39%"
"08/05/2022","22,216.00","22,300.00","22,210.00","22,210.00","5.69K","0.03%"
"08/04/2022","22,210.00","22,250.00","22,050.00","22,100.00","4.06K","-0.55%"
"08/03/2022","22,332.00","22,200.00","22,010.00","22,050.00","4.54K","-0.71%"
"08/02/2022","22,492.00","22,900.00","22,850.00","22,850.00","6.24K","-4.59%"
"08/01/2022","23,575.00","24,350.00","24,100.00","24,150.00","9.90K","-0.19%"
"07/29/2022","23,619.00","22,150.00","22,000.00","22,025.00","10.95K","7.68%"
"07/28/2022","21,935.00","21,650.00","21,505.00","21,510.00","6.80K","1.08%"
"07/27/2022","21,700.00","21,732.50","22,023.00","21,343.50","","0.13%"
"07/26/2022","21,672.00","22,686.50","22,784.50","21,477.50","","-1.95%"
"07/25/2022","22,102.00","21,599.50","22,634.50","21,416.50","","-1.21%"
"07/22/2022","22,373.50","21,646.50","22,387.00","21,511.00","","3.52%"
"07/21/2022","21,613.00","21,261.50","21,619.50","20,561.50","","2.27%"
"07/20/2022","21,133.50","21,264.00","21,711.00","20,990.50","","2.14%"
"07/19/2022","20,690.00","20,149.50","21,446.50","20,030.50","","0.56%"
"07/18/2022","20,575.00","19,871.50","20,883.00","19,524.50","","3.90%"
"07/15/2022","19,802.00","18,354.00","19,848.00","18,256.00","","3.07%"
"07/14/2022","19,212.00","20,546.00","20,620.00","19,197.00","","-8.63%"
"07/13/2022","21,026.50","21,814.50","21,837.50","20,830.00","","-1.44%"
"07/12/2022","21,334.00","21,590.00","21,760.50","21,329.50","","-2.50%"
"07/11/2022","21,880.00","21,301.50","21,896.50","21,080.50","","1.39%"
"07/08/2022","21,581.00","21,300.00","21,100.00","21,200.00","","0.21%"
"07/07/2022","21,535.00","22,200.00","22,100.00","22,100.00","8.22K","-1.44%"
"07/06/2022","21,849.00","22,450.00","22,200.00","22,250.00","5.92K","-3.54%"
"07/05/2022","22,652.00","22,100.00","22,050.00","21,950.00","7.30K","0.68%"
"07/04/2022","22,499.00","22,850.00","22,700.00","22,750.00","3.64K","3.09%"
"07/01/2022","21,824.00","21,750.00","21,750.00","21,700.00","8.20K","-3.85%"
"06/30/2022","22,698.00","23,020.00","23,020.00","23,020.00","8.38K","-4.52%"
"06/29/2022","23,773.00","24,950.00","24,700.00","24,700.00","11.56K","2.66%"
"06/28/2022","23,158.00","24,000.00","23,925.00","23,935.00","4.07K","1.21%"
"06/27/2022","22,882.00","23,450.00","23,445.00","23,450.00","6.50K","2.15%"
"06/24/2022","22,400.00","22,850.00","22,825.00","22,850.00","10.21K","-6.81%"
"06/23/2022","24,038.00","24,250.00","24,250.00","24,250.00","12.05K","-1.68%"
"06/22/2022","24,449.00","25,100.00","24,950.00","24,955.00","14.73K","-5.78%"
"06/21/2022","25,949.00","25,650.00","25,550.00","25,550.00","10.43K","0.82%"
"06/20/2022","25,738.00","25,400.00","25,500.00","25,400.00","3.23K","0.27%"
"06/17/2022","25,669.00","25,550.00","25,400.00","25,450.00","4.51K","1.62%"
"06/16/2022","25,259.00","25,625.00","25,600.00","25,625.00","5.65K","-2.31%"
"06/15/2022","25,857.00","25,900.00","25,650.00","25,700.00","6.82K","2.37%"
"06/14/2022","25,259.00","25,535.00","25,500.00","25,535.00","9.85K","-2.58%"
"06/13/2022","25,929.00","26,400.00","26,500.00","26,400.00","16.48K","-4.90%"
"06/10/2022","27,264.00","27,600.00","27,500.00","27,500.00","4.35K","-2.71%"
"06/09/2022","28,023.00","28,145.00","28,140.00","28,145.00","5.73K","-2.88%"
"06/08/2022","28,855.00","29,150.00","29,100.00","29,150.00","4.02K","-2.12%"
"06/07/2022","29,481.00","29,100.00","29,075.00","29,100.00","3.97K","-0.74%"
"06/06/2022","29,701.00","29,450.00","29,425.00","29,450.00","4.70K","5.63%"
"06/01/2022","28,119.00","27,800.00","27,750.00","27,800.00","5.30K","-0.96%"
"05/31/2022","28,392.00","29,000.00","28,750.00","28,800.00","5.80K","-3.03%"
"05/30/2022","29,279.00","30,280.00","30,150.00","30,000.00","4.23K","3.52%"
"05/27/2022","28,284.00","28,200.00","28,150.00","28,200.00","4.98K","3.99%"
"05/26/2022","27,198.00","27,500.00","27,400.00","27,450.00","2.73K","1.53%"
"05/25/2022","26,788.00","26,800.00","26,800.00","26,800.00","4.11K","0.90%"
"05/24/2022","26,550.00","26,300.00","26,245.00","26,250.00","4.38K","-4.26%"
"05/23/2022","27,732.00","26,750.00","26,700.00","26,750.00","4.18K","-0.86%"
"05/20/2022","27,973.00","27,900.00","27,875.00","27,900.00","5.21K","-0.91%"
"05/19/2022","28,231.00","26,200.00","26,190.00","26,195.00","6.82K","7.92%"
"05/18/2022","26,159.00","26,320.00","26,300.00","26,320.00","10.96K","-0.94%"
"05/17/2022","26,406.00","26,200.00","26,250.00","26,200.00","11.46K","-0.54%"
"05/16/2022","26,549.00","26,200.00","26,125.00","26,130.00","7.43K","-2.62%"
"05/13/2022","27,262.00","27,600.00","27,475.00","27,475.00","6.57K","-1.97%"
"05/12/2022","27,810.00","27,750.00","27,600.00","27,625.00","14.16K","0.01%"
"05/11/2022","27,806.00","27,900.00","27,875.00","27,900.00","6.94K","-2.14%"
"05/10/2022","28,414.00","27,910.00","27,900.00","27,910.00","7.39K","0.81%"
"05/09/2022","28,185.00","28,350.00","28,300.00","28,350.00","8.08K","-6.29%"
"05/06/2022","30,076.00","30,075.00","30,030.00","30,030.00","16.41K","-0.13%"
"05/05/2022","30,114.00","30,350.00","30,275.00","30,300.00","6.71K","-1.71%"
"05/04/2022","30,638.00","30,600.00","30,425.00","30,450.00","7.01K","-1.09%"
"05/03/2022","30,975.00","31,025.00","31,000.00","31,025.00","8.20K","-2.51%"
"04/29/2022","31,771.00","32,600.00","32,500.00","32,525.00","4.24K","-3.66%"
"04/28/2022","32,977.00","33,300.00","33,275.00","33,300.00","2.98K","-0.97%"
"04/27/2022","33,300.00","33,250.00","33,200.00","33,200.00","2.80K","0.68%"
"04/26/2022","33,076.00","32,750.00","32,700.00","32,650.00","3.29K","1.35%"
"04/25/2022","32,636.00","32,650.00","32,500.00","32,505.00","3.69K","-1.42%"
"04/22/2022","33,107.00","34,000.00","33,900.00","33,925.00","","-2.37%"
"04/21/2022","33,911.00","33,850.00","33,800.00","33,800.00","2.77K","1.21%"
"04/20/2022","33,505.00","33,800.00","33,750.00","33,750.00","4.71K","-0.78%"
"04/19/2022","33,768.00","33,850.00","33,725.00","33,725.00","5.70K","1.79%"
"04/14/2022","33,175.00","33,250.00","33,200.00","33,200.00","3.22K","0.59%"
"04/13/2022","32,981.00","32,900.00","32,925.00","32,900.00","3.88K","1.52%"
"04/12/2022","32,488.00","33,600.00","32,400.00","32,450.00","5.85K","0.02%"
"04/11/2022","32,483.00","32,900.00","32,800.00","32,850.00","4.39K","-4.05%"
"04/08/2022","33,855.00","34,100.00","33,950.00","34,000.00","4.52K","0.47%"
"04/07/2022","33,698.00","33,475.00","33,425.00","33,475.00","4.83K","0.69%"
"04/06/2022","33,467.00","33,540.00","33,470.00","33,520.00","5.90K","0.47%"
"04/05/2022","33,312.00","33,900.00","33,725.00","33,775.00","4.24K","0.20%"
"04/04/2022","33,245.00","33,700.00","33,550.00","33,600.00","3.85K","0.07%"
"04/01/2022","33,223.00","32,650.00","32,700.00","32,650.00","5.29K","3.48%"
"03/31/2022","32,107.00","33,500.00","33,300.00","33,350.00","6.23K","-2.39%"
"03/30/2022","32,893.00","32,900.00","32,645.00","32,650.00","4.32K","3.43%"
"03/29/2022","31,803.00","32,900.00","32,650.00","32,700.00","9.05K","-2.82%"
"03/28/2022","32,725.00","34,000.00","34,040.00","34,000.00","4.92K","-7.79%"
"03/25/2022","35,491.00","36,000.00","35,950.00","36,000.00","12.94K","-4.21%"
"03/24/2022","37,049.50","35,964.50","37,234.50","35,964.50","","14.42%"
"03/23/2022","32,380.00","32,380.00","32,380.00","32,380.00","12.12K","14.99%"
"03/22/2022","28,159.00","28,375.00","29,900.00","28,375.00","53.70K","-10.84%"
"03/21/2022","31,582.50","31,379.50","31,582.50","31,379.50","","-14.44%"
"03/18/2022","36,914.50","36,864.50","36,914.50","36,864.50","","-11.99%"
"03/17/2022","41,944.50","41,944.50","41,944.50","41,944.50","","-8.00%"
"03/16/2022","45,590.00","45,590.00","45,589.50","41,979.50","1.00K","-5.09%"
"03/10/2022","48,033.00","48,033.00","48,033.00","48,033.00","","-0.03%"
"03/09/2022","48,048.00","50,271.50","50,271.50","50,271.50","","-40.72%"
"03/08/2022","81,051.50","81,066.50","86,791.50","81,031.50","","68.58%"
"03/07/2022","48,078.00","42,200.00","42,100.00","42,200.00","74.25K","66.25%"
"03/04/2022","28,919.00","28,600.00","28,650.00","28,600.00","36.07K","7.52%"
"03/03/2022","26,897.00","27,980.00","27,970.00","27,980.00","32.40K","3.93%"
"03/02/2022","25,879.00","26,350.00","26,300.00","26,350.00","22.11K","3.09%"
"03/01/2022","25,103.00","24,900.00","24,875.00","24,900.00","15.92K","3.38%"
"02/28/2022","24,282.00","24,750.00","24,745.00","24,750.00","21.93K","-0.32%"
"02/25/2022","24,361.00","24,240.00","24,225.00","24,240.00","24.14K","-1.44%"
"02/24/2022","24,716.00","25,650.00","25,625.00","25,650.00","37.51K","1.31%"
"02/23/2022","24,396.00","24,600.00","24,575.00","24,600.00","17.38K","-0.66%"
"02/22/2022","24,558.00","24,950.00","24,850.00","24,830.00","23.69K","0.86%"
"02/21/2022","24,349.00","24,350.00","24,325.00","24,350.00","13.15K","0.85%"
"02/18/2022","24,144.00","24,100.00","24,050.00","24,100.00","18.07K","1.08%"
"02/17/2022","23,886.00","23,800.00","23,750.00","23,750.00","15.30K","2.05%"
"02/16/2022","23,406.00","23,600.00","23,560.00","23,600.00","12.06K","0.49%"
"02/15/2022","23,292.00","23,550.00","23,550.00","23,550.00","15.00K","0.53%"
"02/14/2022","23,170.00","23,425.00","23,400.00","23,425.00","19.92K","0.52%"
"02/11/2022","23,051.00","23,400.00","23,370.00","23,380.00","19.42K","-2.02%"
"02/10/2022","23,526.00","23,650.00","23,600.00","23,625.00","19.41K","1.46%"
"02/09/2022","23,187.00","23,150.00","23,100.00","23,150.00","16.67K","2.18%"
"02/08/2022","22,692.00","23,150.00","23,100.00","23,140.00","20.27K","-3.02%"
"02/07/2022","23,398.00","23,200.00","23,200.00","23,200.00","22.64K","1.77%"
"02/04/2022","22,991.00","22,975.00","22,925.00","22,975.00","11.25K","0.55%"
"02/03/2022","22,866.00","22,750.00","22,725.00","22,750.00","9.49K","0.00%"
"02/02/2022","22,866.00","22,775.00","22,745.00","22,755.00","10.09K","0.45%"
"02/01/2022","22,764.00","22,730.00","22,730.00","22,730.00","11.66K","1.95%"
"01/31/2022","22,328.00","22,375.00","22,350.00","22,350.00","10.61K","-0.02%"
"01/28/2022","22,332.00","22,300.00","22,225.00","22,235.00","12.93K","-0.29%"
"01/27/2022","22,398.00","22,575.00","22,550.00","22,575.00","21.52K","-1.31%"
"01/26/2022","22,695.00","22,800.00","22,775.00","22,800.00","17.06K","1.59%"
"01/25/2022","22,340.00","22,400.00","22,250.00","22,275.00","26.93K","-0.29%"
"01/24/2022","22,404.00","23,050.00","23,000.00","23,050.00","37.55K","-6.76%"
"01/21/2022","24,028.00","23,750.00","23,715.00","23,700.00","22.93K","0.98%"
"01/20/2022","23,795.00","23,585.00","23,565.00","23,585.00","43.87K","2.77%"
"01/19/2022","23,154.00","22,540.00","22,530.00","22,540.00","21.30K","4.90%"
"01/18/2022","22,073.00","22,200.00","22,190.00","22,190.00","17.19K","0.05%"
"01/17/2022","22,063.00","22,000.00","21,950.00","21,900.00","15.93K","-0.59%"
"01/14/2022","22,194.00","22,300.00","22,400.00","22,300.00","26.70K","0.08%"
"01/13/2022","22,176.00","21,975.00","21,950.00","21,975.00","17.34K","0.51%"
"01/12/2022","22,064.00","21,980.00","21,980.00","21,980.00","39.93K","1.24%"
"01/11/2022","21,794.00","20,550.00","21,475.00","20,550.00","25.28K","4.78%"
"01/10/2022","20,799.00","20,900.00","20,850.00","20,900.00","0.41K","0.31%"
"01/07/2022","20,734.00","20,700.00","20,600.00","20,600.00","15.60K","1.72%"
"01/06/2022","20,383.00","20,360.00","20,340.00","20,360.00","15.60K","-1.24%"
"01/05/2022","20,638.00","20,775.00","20,730.00","20,740.00","18.25K","-2.36%"
"01/04/2022","21,137.00","20,625.00","20,590.00","20,600.00","28.46K","1.83%"
"12/31/2021","20,757.00","20,800.00","20,750.00","20,750.00","14.03K","0.83%"
"12/30/2021","20,587.00","20,525.00","20,490.00","20,500.00","14.03K","1.00%"
"12/29/2021","20,383.00","20,230.00","20,200.00","20,215.00","16.09K","1.69%"
